name,lang,,,,
Haliaeetus albicilla,ru,,,,
Larus fuscus,en,,,,
Larus fuscus,nl,,,,
Larus fuscus,de,,,,
Larus fuscus,fr,,,,
Larus fuscus,es,,,,
Larus fuscus,eo,,,,
Larus fuscus,ru,,,,
Tringa ochropus,en,,,,
Tringa ochropus,nl,,,,
Tringa ochropus,de,,,,
Tringa ochropus,fr,,,,
Tringa ochropus,es,,,,
Tringa ochropus,eo,,,,
Tringa ochropus,ru,,,,
Sterna hirundo,en,,,,
Sterna hirundo,nl,,,,
Sterna hirundo,de,Die Bezeichnung haben sie wohl wegen des gegabelten Schwanzes und des eleganten Flugstils. Sie sind aber mit den Möwen verwandt.,,,
Sterna hirundo,fr,,,,
Sterna hirundo,es,,,,
Sterna hirundo,eo,,,,
Sterna hirundo,ru,,,,
Psittacula krameri,en,,,,
Psittacula krameri,nl,,,,
Psittacula krameri,de,"Halsbandsittiche halten nicht viel vom Baden, viel lieber nehmen sie eine kleine Dusche im Regen oder zwischen nassen Blättern.",,,
Psittacula krameri,fr,,,,
Psittacula krameri,es,,,,
Psittacula krameri,eo,,,,
Psittacula krameri,ru,,,,
Tringa totanus,en,,,,
Tringa totanus,nl,,,,
Tringa totanus,de,"Rotschenkel gehören zu den Watvögeln, die auch Limikolen genannt werden. Unter Vogelkundlern sind sie sehr beliebt und werden häufig liebevoll mit „Limis“ abgekürzt.",,,
Tringa totanus,fr,,,,
Tringa totanus,es,,,,
Tringa totanus,eo,,,,
Tringa totanus,ru,,,,
Acrocephalus palustris,en,,,,
Acrocephalus palustris,nl,,,,
Acrocephalus palustris,de,Entgegen seines Namens trifft man den Sumpfrohrsänger nicht in Sümpfen an.,,,
Acrocephalus palustris,fr,,,,
Acrocephalus palustris,es,,,,
Acrocephalus palustris,eo,,,,
Acrocephalus palustris,ru,,,,
Anthus trivialis,en,,,,
Anthus trivialis,nl,,,,
Anthus trivialis,de,Schon mal einem Baumpieper beim Singflug zugeschaut? Nein? Dann wird es höchste Zeit! Denn der Baumpieper wirkt beim Landen ein bisschen wie ein abstürzendes Segelflugzeug.,,,
Anthus trivialis,fr,,,,
Anthus trivialis,es,,,,
Anthus trivialis,eo,,,,
Anthus trivialis,ru,,,,
Falco peregrinus,en,,,,
Falco peregrinus,nl,,,,
Falco peregrinus,de,,,,
Falco peregrinus,fr,,,,
Falco peregrinus,es,,,,
Falco peregrinus,eo,,,,
Falco peregrinus,ru,,,,
Luscinia svecica,en,,,,
Luscinia svecica,nl,,,,
Luscinia svecica,de,"In den Alpen gibt es teilweise rotsternige Blaukehlchen, die sonst in Skandinavien beheimatet sind. Ob es sich um Eiszeitrelikte oder Neuansiedlungen handelt, ist unklar.",,,
Luscinia svecica,fr,,,,
Luscinia svecica,es,,,,
Luscinia svecica,eo,,,,
Luscinia svecica,ru,,,,
Dryobates minor,en,,,,
Dryobates minor,nl,,,,
Dryobates minor,de,"In Südamerika gibt es noch kleinere Spechtarten, zum Beispiel den Goldstirn-Zwergspecht mit einer Gesamtlänge von nur 7,5 Zentimetern.",,,
Dryobates minor,fr,,,,
Dryobates minor,es,,,,
Dryobates minor,eo,,,,
Dryobates minor,ru,,,,
Falco subbuteo,en,,,,
Falco subbuteo,nl,,,,
Falco subbuteo,de,"Hat er eine Libelle gefangen, knippst er ihr häufig im Flug noch die Flügel mit dem Schnabel ab, um sie dann zu verspeisen.",,,
Falco subbuteo,fr,,,,
Falco subbuteo,es,,,,
Falco subbuteo,eo,,,,
Falco subbuteo,ru,,,,
Acrocephalus schoenobaenus,en,,,,
Acrocephalus schoenobaenus,nl,,,,
Acrocephalus schoenobaenus,de,,,,
Acrocephalus schoenobaenus,fr,,,,
Acrocephalus schoenobaenus,es,,,,
Acrocephalus schoenobaenus,eo,,,,
Acrocephalus schoenobaenus,ru,,,,
Hippolais icterina,en,,,,
Hippolais icterina,nl,,,,
Hippolais icterina,de,Als besonders spät eintreffende und früh abziehende Zugvögel der Gartenvogelwelt verbringen Gelbspötter nur maximal drei Monate des Jahres im Brutgebiet.,,,
Hippolais icterina,fr,,,,
Hippolais icterina,es,,,,
Hippolais icterina,eo,,,,
Hippolais icterina,ru,,,,
Strix aluco,en,,,,
Strix aluco,nl,,,,
Strix aluco,de,Sein Gesang wird regelmäßig in Filmen und Serien bei Einbruch der Nacht eingespielt und ist somit sehr bekannt.,,,
Strix aluco,fr,,,,
Strix aluco,es,,,,
Strix aluco,eo,,,,
Strix aluco,ru,,,,
Ficedula hypoleuca,en,,,,
Ficedula hypoleuca,nl,,,,
Ficedula hypoleuca,de,,,,
Ficedula hypoleuca,fr,,,,
Ficedula hypoleuca,es,,,,
Ficedula hypoleuca,eo,,,,
Ficedula hypoleuca,ru,,,,
Pandion haliaetus,en,,,,
Pandion haliaetus,nl,,,,
Pandion haliaetus,de,Aus der Entfernung wirkt ein Fischadler manchmal wie eine riesige Großmöwe.,,,
Pandion haliaetus,fr,,,,
Pandion haliaetus,es,,,,
Pandion haliaetus,eo,,,,
Pandion haliaetus,ru,,,,
Circus cyaneus,en,,,,
Circus cyaneus,nl,,,,
Circus cyaneus,de,Der Name mag etwas irreführend sein – in Kornfeldern trifft man sie selten an.,,,
Circus cyaneus,fr,,,,
Circus cyaneus,es,,,,
Circus cyaneus,eo,,,,
Circus cyaneus,ru,,,,
Phylloscopus sibilatrix,en,,,,
Phylloscopus sibilatrix,nl,,,,
Phylloscopus sibilatrix,de,Einige Männchen sichern sich lieber ab und werben während der Brut des ersten Weibchens in einem zweiten Territorium um ein weiteres Weibchen.,,,
Phylloscopus sibilatrix,fr,,,,
Phylloscopus sibilatrix,es,,,,
Phylloscopus sibilatrix,eo,,,,
Phylloscopus sibilatrix,ru,,,,
Loxia curvirostra,en,,,,
Loxia curvirostra,nl,,,,
Loxia curvirostra,de,"Sie brüten in jeder Jahreszeit, also auch mitten im Winter, und orientieren sich dabei am Nahrungsangebot.",,,
Loxia curvirostra,fr,,,,
Loxia curvirostra,es,,,,
Loxia curvirostra,eo,,,,
Loxia curvirostra,ru,,,,
Limosa limosa,en,,,,
Limosa limosa,nl,,,,
Limosa limosa,de,Auf der Nahrungssuche stößt sie manchmal den kompletten Schnabel in den Schlickboden.,,,
Limosa limosa,fr,,,,
Limosa limosa,es,,,,
Limosa limosa,eo,,,,
Limosa limosa,ru,,,,
Cygnus cygnus,en,,,,
Cygnus cygnus,nl,,,,
Cygnus cygnus,de,"Singschwäne ziehen häufig als Familie ins Überwinterungsgebiet, trennen sich dann aber im Frühjahr auf dem Rückzug.",,,
Cygnus cygnus,fr,,,,
Cygnus cygnus,es,,,,
Cygnus cygnus,eo,,,,
Cygnus cygnus,ru,,,,
Pernis apivorus,en,,,,
Pernis apivorus,nl,,,,
Pernis apivorus,de,"Seine vergleichsweise wenig stark gebogenen Krallen sind das perfekte Werkzeug, um nach Wespenlarven im Boden zu graben.",,,
Pernis apivorus,fr,,,,
Pernis apivorus,es,,,,
Pernis apivorus,eo,,,,
Pernis apivorus,ru,,,,
Ardea purpurea,en,,,,
Ardea purpurea,nl,,,,
Ardea purpurea,de,Der fortschreitende Klimawandel wird die Ausbreitung des Purpurreihers in Deutschland begünstigen.,,,
Ardea purpurea,fr,,,,
Ardea purpurea,es,,,,
Ardea purpurea,eo,,,,
Ardea purpurea,ru,,,,
Platalea leucorodia,en,,,,
Platalea leucorodia,nl,,,,
Platalea leucorodia,de,"Der Löffler stockt seine Nester immer weiter auf, sodass eine Art Thron entsteht, der eine stattliche Höhe von 50 Zentimetern erreichen kann.",,,
Platalea leucorodia,fr,,,,
Platalea leucorodia,es,,,,
Platalea leucorodia,eo,,,,
Platalea leucorodia,ru,,,,
Perdix perdix,en,,,,
Perdix perdix,nl,,,,
Perdix perdix,de,Für ihre Größe können Rebhühner eine erstaunliche Zahl an Eiern legen – bis zu 20 Stück.,,,
Perdix perdix,fr,,,,
Perdix perdix,es,,,,
Perdix perdix,eo,,,,
Perdix perdix,ru,,,,
Ichthyaetus melanocephalus,en,,,,
Ichthyaetus melanocephalus,nl,,,,
Ichthyaetus melanocephalus,de,"Wenn Schwarzkopfmöwen keinen Partner finden, können Mischbruten mit Lach- oder Sturmmöwen entstehen. Auch die Adoption der Küken von Lachmöwen wurde beobachtet.",,,
Ichthyaetus melanocephalus,fr,,,,
Ichthyaetus melanocephalus,es,,,,
Ichthyaetus melanocephalus,eo,,,,
Ichthyaetus melanocephalus,ru,,,,
Numenius phaeopus,en,,,,
Numenius phaeopus,nl,,,,
Numenius phaeopus,de,Markant ist der kichernde Ruf des Regenbrachvogels.,,,
Numenius phaeopus,fr,,,,
Numenius phaeopus,es,,,,
Numenius phaeopus,eo,,,,
Numenius phaeopus,ru,,,,
Coturnix coturnix,en,,,,
Coturnix coturnix,nl,,,,
Coturnix coturnix,de,Wachteleier sind nur etwa 30 Millimeter groß.,,,
Coturnix coturnix,fr,,,,
Coturnix coturnix,es,,,,
Coturnix coturnix,eo,,,,
Coturnix coturnix,ru,,,,
Asio otus,en,,,,
Asio otus,nl,,,,
Asio otus,de,"Waldohreulen bauen meist nicht selbst ihre Nester, sondern brüten in alten Krähen- oder Greifvogelnestern.",,,
Asio otus,fr,,,,
Asio otus,es,,,,
Asio otus,eo,,,,
Asio otus,ru,,,,
Bubo bubo,en,,,,
Bubo bubo,nl,,,,
Bubo bubo,de,"Die markanten Federohren dienen nicht dem Hören, sondern dazu, die Stimmung wiederzugeben.",,,
Bubo bubo,fr,,,,
Bubo bubo,es,,,,
Bubo bubo,eo,,,,
Bubo bubo,ru,,,,
Asio flammeus,en,,,,
Asio flammeus,nl,,,,
Asio flammeus,de,"Mit ihrem tarnfarbigen Gefieder ist sie so gut an ihre Umgebung angepasst, dass man sie wirklich kaum entdeckt.",,,
Asio flammeus,fr,,,,
Asio flammeus,es,,,,
Asio flammeus,eo,,,,
Asio flammeus,ru,,,,
Athene noctua,en,,,,
Athene noctua,nl,,,,
Athene noctua,de,Sein wissenschaftlichen Namens bedeutet so viel wie „Athene bei Nacht“.,,,
Athene noctua,fr,,,,
Athene noctua,es,,,,
Athene noctua,eo,,,,
Athene noctua,ru,,,,
Luscinia luscinia,en,,,,
Luscinia luscinia,nl,,,,
Luscinia luscinia,de,Sprosser wählen für den Zug in die Winterquartiere eine andere Route als auf dem Rückzug. Ein solches Verhalten nennt man Schleifenzug.,,,
Luscinia luscinia,fr,,,,
Luscinia luscinia,es,,,,
Luscinia luscinia,eo,,,,
Luscinia luscinia,ru,,,,
Cygnus columbianus bewickii,en,,,,
Cygnus columbianus bewickii,nl,,,,
Cygnus columbianus bewickii,de,,,,
Cygnus columbianus bewickii,fr,,,,
Cygnus columbianus bewickii,es,,,,
Cygnus columbianus bewickii,eo,,,,
Cygnus columbianus bewickii,ru,,,,
Tyto alba,en,,,,
Tyto alba,nl,,,,
Tyto alba,de,"Es gibt zwei Farbvarianten der Schleiereule, die scheinbar zufällig in der Population verteilt sind und deren Funktion der Wissenschaft Rätsel aufgibt.",,,
Tyto alba,fr,,,,
Tyto alba,es,,,,
Tyto alba,eo,,,,
Tyto alba,ru,,,,
Saxicola rubetra,en,,,,
Saxicola rubetra,nl,,,,
Saxicola rubetra,de,"Bei Überflug eines Greifvogels nimmt das Braunkehlchen eine „Pfahlstellung“ ein und versucht so, sich unsichtbar zu machen.",,,
Saxicola rubetra,fr,,,,
Saxicola rubetra,es,,,,
Saxicola rubetra,eo,,,,
Saxicola rubetra,ru,,,,
Oenanthe oenanthe,en,,,,
Oenanthe oenanthe,nl,,,,
Oenanthe oenanthe,de,Grönländische und kanadische Steinschmätzer legen jährlich auf ihrem Vogelzug 30.000 Kilometer zurück.,,,
Oenanthe oenanthe,fr,,,,
Oenanthe oenanthe,es,,,,
Oenanthe oenanthe,eo,,,,
Oenanthe oenanthe,ru,,,,
Cinclus cinclus,en,,,,
Cinclus cinclus,nl,,,,
Cinclus cinclus,de,"Sie ist so sehr ans Leben am Wasser angepasst, dass sie sogar unter dem Wasser mehrere Meter laufen kann.",,,
Cinclus cinclus,fr,,,,
Cinclus cinclus,es,,,,
Cinclus cinclus,eo,,,,
Cinclus cinclus,ru,,,,
Tringa nebularia,en,,,,
Tringa nebularia,nl,,,,
Tringa nebularia,de,Auch sein englischer Name „Common Greenshank“ leitet sich von seinen grünen Beinen ab.,,,
Tringa nebularia,fr,,,,
Tringa nebularia,es,,,,
Tringa nebularia,eo,,,,
Tringa nebularia,ru,,,,
Recurvirostra avosetta,en,,,,
Recurvirostra avosetta,nl,,,,
Recurvirostra avosetta,de,Gerade die Küken picken mit ihren eher kurzen Schnäbeln auch nach Nahrung.,,,
Recurvirostra avosetta,fr,,,,
Recurvirostra avosetta,es,,,,
Recurvirostra avosetta,eo,,,,
Recurvirostra avosetta,ru,,,,
Tringa glareola,en,,,,
Tringa glareola,nl,,,,
Tringa glareola,de,Er zählt zu den am regelmäßigsten und häufigsten durchziehenden Arten im Binnenland.,,,
Tringa glareola,fr,,,,
Tringa glareola,es,,,,
Tringa glareola,eo,,,,
Tringa glareola,ru,,,,
Tadorna ferruginea,en,,,,
Tadorna ferruginea,nl,,,,
Tadorna ferruginea,de,"Als Höhlenbrüter brüten sie vor allem in Baum-, Fels- oder Erdhöhlen. Ab und zu nisten die Tiere aber auch in verlassenen Greifvogelnestern.",,,
Tadorna ferruginea,fr,,,,
Tadorna ferruginea,es,,,,
Tadorna ferruginea,eo,,,,
Tadorna ferruginea,ru,,,,
Podiceps nigricollis,en,,,,
Podiceps nigricollis,nl,,,,
Podiceps nigricollis,de,"Die Küken werden ganz schön verwöhnt. Obwohl sie bereits schwimmen können, werden sie auf dem Rücken der Eltern umhertransportiert und gefüttert.",,,
Podiceps nigricollis,fr,,,,
Podiceps nigricollis,es,,,,
Podiceps nigricollis,eo,,,,
Podiceps nigricollis,ru,,,,
Somateria mollissima,en,,,,
Somateria mollissima,nl,,,,
Somateria mollissima,de,"Frisst die Eiderente Muscheln, werden diese im Ganzen verschluckt und im Muskelmagen mithilfe kleiner Steinchen zerkleinert.",,,
Somateria mollissima,fr,,,,
Somateria mollissima,es,,,,
Somateria mollissima,eo,,,,
Somateria mollissima,ru,,,,
Nucifraga caryocatactes,en,,,,
Nucifraga caryocatactes,nl,,,,
Nucifraga caryocatactes,de,"Der Tannenhäher legt pro Jahr bis zu 6.000 Vorratsverstecke an, welche die Tiere von Spätsommer bis zum Sommer des Folgejahres ernähren können. Davon werden etwa 80% wiedergefunden; sogar unter einer Schneedecke. Eine unglaubliche Leistung.",,,
Nucifraga caryocatactes,fr,,,,
Nucifraga caryocatactes,es,,,,
Nucifraga caryocatactes,eo,,,,
Nucifraga caryocatactes,ru,,,,
Oriolus oriolus,en,,,,
Oriolus oriolus,nl,,,,
Oriolus oriolus,de,Nach seinem Pfeifen wurde der Vogel früher auch „Vogel Bülow“ genannt. Der französische Name des Pirols lautet „Loriot“.,,,
Oriolus oriolus,fr,,,,
Oriolus oriolus,es,,,,
Oriolus oriolus,eo,,,,
Oriolus oriolus,ru,,,,
Pyrrhocorax graculus,en,,,,
Pyrrhocorax graculus,nl,,,,
Pyrrhocorax graculus,de,Ähnlich wie der berühmte Wetterfrosch können auch Alpendohlen das Wetter vorhersagen. Ihr Erscheinen in den Tälern im Winter gilt als Vorbote von frühen Schneefällen.,,,
Pyrrhocorax graculus,fr,,,,
Pyrrhocorax graculus,es,,,,
Pyrrhocorax graculus,eo,,,,
Pyrrhocorax graculus,ru,,,,
Calidris alpina,en,,,,
Calidris alpina,nl,,,,
Calidris alpina,de,Drei Viertel seines Lebens verbringt er auf dem Zug oder im Winterquartier.,,,
Calidris alpina,fr,,,,
Calidris alpina,es,,,,
Calidris alpina,eo,,,,
Calidris alpina,ru,,,,
Calidris pugnax,en,,,,
Calidris pugnax,nl,,,,
Calidris pugnax,de,Die Farben der spektakulären Halskrausen der Männchen reichen von Weiß über Gelb- und Rottöne bis Schwarz. In einem Trupp sieht kaum ein Männchen aus wie das andere.,,,
Calidris pugnax,fr,,,,
Calidris pugnax,es,,,,
Calidris pugnax,eo,,,,
Calidris pugnax,ru,,,,
Anas acuta,en,,,,
Anas acuta,nl,,,,
Anas acuta,de,Die älteste entdeckte Spießente war 27 Jahre alt.,,,
Anas acuta,fr,,,,
Anas acuta,es,,,,
Anas acuta,eo,,,,
Anas acuta,ru,,,,
Charadrius hiaticula,en,,,,
Charadrius hiaticula,nl,,,,
Charadrius hiaticula,de,,,,
Charadrius hiaticula,fr,,,,
Charadrius hiaticula,es,,,,
Charadrius hiaticula,eo,,,,
Charadrius hiaticula,ru,,,,
Charadrius dubius,en,,,,
Charadrius dubius,nl,,,,
Charadrius dubius,de,In manchen Regionen brüten Flussregenpfeifer auf den Stellflächen von Windrädern.,,,
Charadrius dubius,fr,,,,
Charadrius dubius,es,,,,
Charadrius dubius,eo,,,,
Charadrius dubius,ru,,,,
Actitis hypoleucos,en,,,,
Actitis hypoleucos,nl,,,,
Actitis hypoleucos,de,Der Familienverband kann sich mitunter mehrere Kilometer vom Brutplatz entfernen.,,,
Actitis hypoleucos,fr,,,,
Actitis hypoleucos,es,,,,
Actitis hypoleucos,eo,,,,
Actitis hypoleucos,ru,,,,
Anthus spinoletta,en,,,,
Anthus spinoletta,nl,,,,
Anthus spinoletta,de,,,,
Anthus spinoletta,fr,,,,
Anthus spinoletta,es,,,,
Anthus spinoletta,eo,,,,
Anthus spinoletta,ru,,,,
Locustella luscinioides,en,,,,
Locustella luscinioides,nl,,,,
Locustella luscinioides,de,"Bei Gefahr nimmt der Rohrschwirl eine Pfahlstellung ein, bei der er versucht, mit seiner Umgebung zu verschmelzen, beispielsweise indem er einen Schilfhalm imitiert.",,,
Locustella luscinioides,fr,,,,
Locustella luscinioides,es,,,,
Locustella luscinioides,eo,,,,
Locustella luscinioides,ru,,,,
Rallus aquaticus,en,,,,
Rallus aquaticus,nl,,,,
Rallus aquaticus,de,,,,
Rallus aquaticus,fr,,,,
Rallus aquaticus,es,,,,
Rallus aquaticus,eo,,,,
Rallus aquaticus,ru,,,,
Spatula querquedula,en,,,,
Spatula querquedula,nl,,,,
Spatula querquedula,de,Knäkenten fliegen von unseren Entenarten am weitesten. Sie werden als Überwinterungsgast sogar in Australien nachgewiesen.,,,
Spatula querquedula,fr,,,,
Spatula querquedula,es,,,,
Spatula querquedula,eo,,,,
Spatula querquedula,ru,,,,
Aix galericulata,en,,,,
Aix galericulata,nl,,,,
Aix galericulata,de,In China stehen Mandarinenten symbolisch für eheliche Treue.,,,
Aix galericulata,fr,,,,
Aix galericulata,es,,,,
Aix galericulata,eo,,,,
Aix galericulata,ru,,,,
Acrocephalus arundinaceus,en,,,,
Acrocephalus arundinaceus,nl,,,,
Acrocephalus arundinaceus,de,Mit dem Spruch „schimpfen wie ein Rohrspatz“ ist ursprünglich der Drosselrohrsänger gemeint.,,,
Acrocephalus arundinaceus,fr,,,,
Acrocephalus arundinaceus,es,,,,
Acrocephalus arundinaceus,eo,,,,
Acrocephalus arundinaceus,ru,,,,
Anser serrirostris,en,,,,
Anser serrirostris,nl,,,,
Anser serrirostris,de,,,,
Anser serrirostris,fr,,,,
Anser serrirostris,es,,,,
Anser serrirostris,eo,,,,
Anser serrirostris,ru,,,,